,uid,forward_level,comment_level,like_level
1163037,3af34791e1803befae40e214e8cd1ef3,1.0,1.0,1.0
1163055,5646d0160380e5e4c10697e4f5b39424,1.0,2.0,2.0
1163061,5e294a59ca5d69e6350de4ed8ece966f,1.0,2.0,2.0
1163068,1b4f290d9a412ce3f01c18e4c2a785d4,1.0,1.0,1.0
1163078,f02fd28a582aa4beba98a094a58a6359,1.0,1.0,1.0
1163080,4e02b442d08c84201816be209819aac1,1.0,1.0,1.0
1163095,6b5f517f370a2d0d2261eca438d4048e,1.0,1.0,1.0
1163103,beedda1e2e5ad766c7ba6a611500b629,1.0,1.0,1.0
1163128,6c8991f9d6573a1442f76077cda2efc1,1.0,1.0,1.0
1163130,daec271886d3bcc32e25f9faa2b178b7,1.0,1.0,1.0
1163137,f9a9e97de2eaa703cb632d2c1bab803c,1.0,1.0,1.0
1163151,b8befdf4ffd1aff9f37d7b94168dbfc7,1.0,1.0,1.0
1163153,d7190801aac9d77dcb98fe5d22785768,1.0,1.0,2.0
1163160,ffe8dc72ef634638d7ddffb6dc79cb1b,1.0,1.0,1.0
1163165,7e048fb8c5570bb20a53a45f6bd863b9,1.0,1.0,1.0
1163171,6aff3439f5cb0b6325234585938e945c,1.0,1.0,1.0
1163177,c10243f916da23caf7ba6c3cc3ae9d9b,1.0,1.0,1.0
1163185,8e374896e20a14a1d9f96086ceaa16f8,1.0,1.0,1.0
1163191,760508de3a3cff76ea17a310201ce111,1.0,1.0,1.0
1163200,fa87f3a2235b1a0ebeb20f24365488cd,1.0,1.0,1.0
1163205,50b054392609906035ed105374630e1b,1.0,2.0,1.0
1163209,f885b2d7714b1cb16de3c03f4c4ad2c6,1.0,1.0,1.0
1163218,4354859dc1e2508b4542d21c2a46a374,1.0,1.0,1.0
1163228,b08fd7f38f7115e76dbb0ee57aeb2d20,1.0,1.0,1.0
1163231,e981d35df4207691823970b22bb441dc,1.0,1.0,1.0
1163241,b454fff21196232c82d1eef940df7f2a,1.0,1.0,1.0
1163242,c77ff20ec14e121f891dc9e28f8794a9,1.0,1.0,1.0
1163247,d72cacab7f53cdaf1c134c5b3a5b5980,1.0,1.0,1.0
1163262,15f99bef4d8b76ecdeb3d81b60478b51,1.0,1.0,1.0
1163271,dceac29d3c85dd9d4adbceeccf624a9f,1.0,1.0,1.0
1163286,9f3762f651ec1116f0f3f72a3948cde9,1.0,2.0,1.0
1163291,31ffd63d7cf70295fe4c2258d59d66c0,1.0,1.0,1.0
1163302,2078af88f2e1da496b7b9846fdefc9e6,1.0,1.0,1.0
1163305,ce648e7bd7f5a31fa23bc04b72665281,1.0,1.0,1.0
1163308,3523a5815a75593390437a26c537153e,1.0,1.0,1.0
1163316,e0440626e8916242ecca37c5a1dbb72b,1.0,1.0,1.0
1163319,23bc873a7f1ae10e30695a2b6d572d94,2.0,2.0,2.0
1163327,4e02da16755fa85a090c88a541d0ea2c,1.0,1.0,1.0
1163334,2f5590cf40be08cf243648b2655007f2,1.0,2.0,3.0
1163335,ff6b5e2f9c55572b2120d4b80f0b106b,1.0,1.0,1.0
1163341,5630dd3b652c536127e2e6ee9b3313e9,1.0,1.0,1.0
1163360,e11ca1e7122d2e8876956fb5904cdff0,1.0,1.0,1.0
1163372,8a74ee54a8e3ea0753a6246ddd989a3c,1.0,2.0,1.0
1163373,780042aa384b548a7c6ee90f37769b9b,1.0,1.0,1.0
1163380,a76c1860d79903b912c6e07669a8e50a,1.0,1.0,1.0
1163395,0d1758101240ca8b79564b37ec104046,1.0,1.0,1.0
1163396,ecea14592b4c13a06dc218220d64f38d,1.0,1.0,1.0
1163418,0d7450b00ab2cec04778cbe806cb5e86,1.0,1.0,1.0
1163421,14e9866c482059bc1a507259202b370d,1.0,1.0,1.0
1163449,01e5c659de3a7a96362f50463abd78ed,1.0,1.0,1.0
1163450,92396d51673f94a6ab503d6e581476ad,1.0,1.0,1.0
1163458,fe16a0642129c8be4d0da0fc84b03c0f,1.0,1.0,1.0
1163466,45f5f9f02927c87f541f9725d5d94dd3,1.0,1.0,1.0
1163469,966e3b26d786fff0738a2101a47a145c,1.0,1.0,1.0
1163470,d0569cf6bba04560bad3fd8b38230f61,1.0,1.0,1.0
1163487,7961215a45663a28fa2e8c77c806ce0a,1.0,1.0,1.0
1163488,72e9ccd088ab678dc2b4a968db738c11,1.0,1.0,1.0
1163496,5818c5b5aa9065b5ff16ce43a2afbca0,1.0,1.0,1.0
1163503,3db1e6bab34dc45b6493afcacde5e48c,1.0,1.0,1.0
1163511,ffd68c79b23a9a9c19747433b57105ff,1.0,1.0,1.0
1163515,250803ef82966a588e43f61522cf4165,1.0,1.0,1.0
1163517,8572968dc4cdb60f9e97e49c8a7cecb7,1.0,1.0,1.0
1163520,6889e12c1424f2ee0c654ea6e379f004,1.0,1.0,1.0
1163524,564fd6e9489cfb56b075626703efdf49,1.0,1.0,1.0
1163533,961b29367c25ea30a12b4eb8341fbf21,1.0,1.0,2.0
1163541,5e8fbaebea6f824e263335af9c46559d,1.0,1.0,1.0
1163546,9b185646b9eb96b48c4350401db424dd,1.0,1.0,1.0
1163553,a3ab27c8a228daf6c286ddfe3c62002e,1.0,1.0,1.0
1163557,069d66261693708396c65857e7cef9a3,1.0,1.0,1.0
1163565,c5cda7df62a99c8733aebb7181c49139,1.0,2.0,1.0
1163572,d3ba27a8e1b392bbd67bf34591b3d987,1.0,1.0,1.0
1163574,1b80856a71feecbe156ca8764533eb03,1.0,2.0,2.0
1163585,3eeb4b1054c9711628fff7c78c19b743,1.0,1.0,2.0
1163589,a47f8709003970dc224aa969d91ea779,1.0,1.0,1.0
1163592,3204977106bd4e082f04cdb575a99abc,1.0,1.0,1.0
1163594,cea12a6b83a5c8f8f8b4706b76ad01c4,1.0,3.0,1.0
1163605,1d4998edf1290c68ce1bbfcb2abd6b06,1.0,1.0,1.0
1163610,c2fda7504c1c3de7d17ab8921026bde7,1.0,1.0,1.0
1163618,2362b456448b03d144dfba67942a4eff,1.0,1.0,1.0
1163635,f858ce114eddbf77e97f03f5570d227a,1.0,1.0,1.0
1163645,dcf6bf6f6423a7ca95de0c02e0ad3960,1.0,1.0,1.0
1163647,af1699afd642c3f76e998277bcea5c7b,1.0,1.0,1.0
1163654,83d2135fcdcbd525823158cd860acbdc,1.0,2.0,1.0
1163692,33dd6a7dcc07048f41ddcddb36c12b17,1.0,1.0,1.0
1163702,f929c0f69375ecac5127310b0931bb4b,1.0,1.0,1.0
1163711,b5bab46819aecea4201a0503359189b8,1.0,1.0,1.0
1163714,3e5910e71ce5532dfab0f60b0fa449f1,1.0,1.0,1.0
1163716,d3e0272e1c1e9dcaec3e32535786df66,1.0,1.0,1.0
1163719,ed0f50f9691b8ec692a61fcee58374bb,1.0,1.0,1.0
1163725,b460d2ae509c260bbfb5116d547ffa82,1.0,1.0,1.0
1163741,dc9605a851be9aa2d2bdbe6662fe35a5,1.0,1.0,1.0
1163745,260d3d3c2a5937ff16cce5f7668e439d,1.0,1.0,1.0
1163753,372163363ea6b11d972002c35cf91856,1.0,1.0,1.0
1163755,e392422cc08b18c7dfc9b0edc8ab7a72,1.0,1.0,1.0
1163765,796a3e015214566371fb07ed4172dd82,1.0,1.0,1.0
1163769,a009d67dcf7af360de2bc4e96e9dc46d,1.0,1.0,1.0
1163770,5bd1bd217ee8a259c442db60d3edea96,1.0,3.0,2.0
1163773,7c1cbdf2999d181d85632dd8ad5c00a3,1.0,1.0,1.0
1163779,75feb18a8fe39ed215954424033cef18,1.0,1.0,1.0
1163783,937396b9652ae1076ab238f4c93ee8ef,1.0,1.0,1.0
1163814,d96e8712b165cbc3fbe159bd4a4dc0d2,1.0,2.0,1.0
1163823,72846e5f918da852883b337fe644ed83,1.0,1.0,1.0
1163824,ef25133296b6b6f1dc44aa882a67d88f,1.0,1.0,1.0
1163835,6bdbe3e135f82cd8528c3a94a157788d,1.0,1.0,1.0
1163846,3f454ba6129e92e2e519221e056748fa,1.0,1.0,1.0
1163849,7fe91ce66391827c44886cda109f990f,1.0,1.0,1.0
1163851,ed5b960f57315dd1cda1b5a6d8da2027,1.0,1.0,1.0
1163862,8009261d1de3dad27ea1ee490b68b4c9,1.0,1.0,1.0
1163877,249a6d477b18e476317bf8fcea0b45c3,1.0,1.0,1.0
1163894,80242154fb18ecd36febea6ec84e0188,1.0,1.0,1.0
1163912,a2f5baf81ea16e33ccd0d186bb2055ae,1.0,1.0,1.0
1163918,40a563ff7483ef4d3bb53cb06de190f8,1.0,1.0,1.0
1163924,2a0e97c5ddc4653ede121ae5dfd312a8,1.0,1.0,1.0
1163927,75020ee874b8330030866af3254481ed,1.0,1.0,1.0
1163935,3570f42e5d5feaa5d372f1e1d106355e,1.0,1.0,1.0
1163938,6e7807fd4c8deed58a32d20b70c3e447,1.0,1.0,1.0
1163954,83888b9f437013ad00ee84b1b48b6edf,1.0,1.0,1.0
1163959,b69ccc9252fb639c9690ab73e04f096f,1.0,1.0,1.0
1163963,8747dcecf0be61f3f439462900dcf6fe,1.0,1.0,1.0
1163965,82f1407dfb6e4468f78b7f27fc3bea1a,1.0,1.0,1.0
1163968,4c4527c517e588a041c1ccdd93197606,1.0,1.0,1.0
1163971,d27affb48853490444e26ed78b02dc6a,1.0,1.0,1.0
1163982,44c433c7d24d13c92c3d0c32a0b82192,1.0,1.0,1.0
1163985,ce5006c5c909b2d8a9f3436d4af29c74,1.0,1.0,1.0
1163990,7a8f9242737950ff8114c0284efc8b5c,2.0,3.0,1.0
1164001,636fe0b4f2def1cc17c6d0bd505ac6a4,1.0,1.0,1.0
1164014,8cb944d2f3c93cf0f41625f8cfd0d7ed,1.0,1.0,1.0
1164022,2a14652546397f46a4b1a28cfb8e3d80,1.0,1.0,1.0
1164031,d3e87659ce9e4e3eb60200c2cbda8167,1.0,1.0,1.0
1164036,1140193fadb58952e924f526ec401221,1.0,1.0,1.0
1164039,d1765368fc3823b3dcd24df55833a08c,1.0,1.0,1.0
1164049,e0caa9d9a0f4a50bf2e025db8f2ca39d,1.0,1.0,1.0
1164052,2df4bde9bf5820ca0a8b784da1b9d302,3.0,2.0,2.0
1164054,f747534f61996a3fd0b609a71aaadac3,1.0,1.0,1.0
1164062,b0cb193a2e387b8ee9ea38861006c836,1.0,1.0,1.0
1164070,fb2b217135bb54a8025136fb3d6be33d,1.0,1.0,1.0
1164078,b3f5186b8d45e4f20888e23fe4f65103,1.0,1.0,1.0
1164101,4e46aeccae6193600535da4ec8ffa97e,1.0,1.0,1.0
1164102,a54c2693b62de70e1e1ca6016b5337aa,1.0,1.0,1.0
1164113,291c1988c9cdce8b3ae8471ea49db675,1.0,2.0,1.0
1164118,bded881c4f6b52fb10597ae21c38c7a6,1.0,1.0,1.0
1164124,e3569122034fea2e8e6ebf8726c05470,3.0,3.0,2.0
1164139,dd9089b5f9c3d3a44e46b6d841326190,1.0,1.0,2.0
1164146,75060503848b87d75fc2a7970a15f196,1.0,1.0,1.0
1164152,cddcd773d614a86a1e9b60c2b84b4fbb,1.0,1.0,1.0
1164156,a3daf28d1f2c549f0a8954d717c4a801,1.0,1.0,1.0
1164164,29b4472be4246e4a406851b55311f956,1.0,1.0,1.0
1164165,8b1a6e56ea4949e4cf1d079881452561,1.0,1.0,1.0
1164167,3b78b8d07dc533e838959c11c1881715,1.0,1.0,1.0
1164182,615d7a5433ed38aebcb4e09421b42b5b,1.0,1.0,1.0
1164192,fef6f35844217f391bf08223011dc10f,1.0,1.0,1.0
1164195,6e23e3c697fe66afda4fa8aecc8fee8e,1.0,1.0,1.0
1164202,4d497439f2a3c86e6c25228f04766849,1.0,1.0,1.0
1164213,01fa1553361e71f29ce7a5bf84a3c8c8,1.0,1.0,1.0
1164216,65f636c5bd2c2e69bbb51e7bf061c017,1.0,1.0,1.0
1164228,1a4fce07ec5f842f3d0604c95368a64f,1.0,1.0,1.0
1164232,67ed783ba5307afbd063ee564b631148,1.0,1.0,1.0
1164243,a971d46bd199126e0f23c48a82e8a9d6,1.0,1.0,1.0
1164250,3a6fa0d54dd0b9e7abcedb946cba97cb,1.0,1.0,3.0
1164253,87a1447fbd0263d1f31dc6f5e3e886d2,1.0,1.0,1.0
1164255,3d7ccf5fd982cf44811a6c747f1eb15a,1.0,1.0,1.0
1164266,79215c677c5ecf6264f05d0eea0e165d,1.0,1.0,1.0
1164267,61af6ecdfd2c04d8220588b36f1841dc,1.0,1.0,1.0
1164271,a21feb8eaea0a1ddce4527a09808bfea,1.0,1.0,1.0
1164281,155d1182b3aa26f3b55f8b6378a3b20b,1.0,1.0,1.0
1164307,92289db7d7b3a547026bdb71629e259b,1.0,1.0,1.0
1164314,607a98cf3b7f8fe4530767e9601effd8,1.0,1.0,1.0
1164316,a870c322c0cdda8187d27ede8756f033,1.0,1.0,1.0
1164321,74930e2f74502cc5d4a3ce15ae64ae4e,1.0,1.0,1.0
1164323,9d658e1b6d221b33ca888da51d99fa90,1.0,1.0,1.0
1164326,2d066275754dfc2ac7f211b319c2b2dd,1.0,1.0,1.0
1164336,30d3fd0d71bac6cc25a4515ef4f249c1,1.0,1.0,1.0
1164340,6eabcc10f648870f3f660fe1498faf5b,1.0,1.0,1.0
1164352,7d1c94c5c0333ef7a452510253dc00bc,1.0,1.0,1.0
1164355,1f5b16f2a4889dde14978eaaea6a8681,1.0,1.0,1.0
1164356,cf1bad7d348fd14fbd4db74ec1567a62,1.0,1.0,1.0
1164378,b1e20e457b765c72e54e83f0c70e8606,1.0,1.0,1.0
1164390,56e62331c2afcd275c2ef0ae00653986,1.0,1.0,1.0
1164393,449e6a25d514e5af1e1644c2fdc602a7,1.0,1.0,1.0
1164397,b1bb4d4bdbd0ae42b1c09b825f1f8bbc,1.0,1.0,1.0
1164405,da246447c507c053066672cd324a8401,1.0,1.0,2.0
1164414,0ec439c4154f7a7ae0417faa995e6181,1.0,1.0,1.0
1164423,24b6a4df5e702aafd42b23718cfac179,1.0,1.0,1.0
1164444,206dbd22c3bd5ae05d860b2adfb36f3c,1.0,1.0,1.0
1164447,38ba9966ada0c0858b646fb96d8b08a2,1.0,1.0,1.0
1164449,a5a30291e5e78d3a249be60bbc3009ba,1.0,1.0,1.0
1164454,9e7a23d33c9c2c3bd99442de1c0a2292,1.0,1.0,1.0
1164459,84a80f705798604788b1dad9259a7575,1.0,1.0,1.0
1164465,b65b8fee9d461714abb96a74ed5328a8,1.0,1.0,1.0
1164472,57905d42ea24557cc018016dde2b91ae,1.0,1.0,1.0
1164476,158fc36108edd45e6590c7dbb15c9864,1.0,1.0,1.0
1164484,16fdf0640784089ac1fd70d9de41aece,1.0,3.0,1.0
1164485,4a93ed49a86ec340cbc6468909bf4ba6,1.0,1.0,1.0
1164492,444236c5a1148aa6f4e2831ed3af8b05,1.0,1.0,1.0
1164495,4debabbca68cb588edffb48fe0f9b392,1.0,1.0,1.0
1164502,60643e1aee6d7983c0e653e2eb39ad7b,1.0,1.0,1.0
1164508,360d776aa663100d25a425ed26d8a536,1.0,2.0,1.0
1164521,11df16304481a9547d6b1105e0df8c52,1.0,1.0,1.0
1164528,42f032ca61409831a8f5921ff9143c16,1.0,1.0,1.0
1164530,eb096c6ef43b527d13bf1072d32a5500,1.0,1.0,1.0
1164540,6be6ebe2bb852eac555beee02bd01301,1.0,1.0,1.0
1164560,5892667aecf8b5a55d0ab6940653be2b,1.0,1.0,1.0
1164566,3d3e6345262e938ce5dd2f801df1007a,1.0,1.0,1.0
1164589,6d1f95a982340ae2393ede8289063176,1.0,1.0,2.0
1164609,1c79fa37c9c96e2581d00916107c35dc,1.0,1.0,1.0
1164612,7cb0a790b0cd9fca82b9414df2f0c573,1.0,1.0,1.0
1164620,b338990a95dd03844a2aecc0ddd2f951,1.0,1.0,1.0
1164634,08080dd2938e70ebe0d3f34c9fa2d903,1.0,1.0,1.0
1164635,36c275e76aef1b2966543bdd7c76a165,1.0,1.0,1.0
1164649,34127ea27952d92d3409312648c40267,1.0,1.0,1.0
1164679,68278514a6e15d328439daf20284581b,1.0,1.0,1.0
1164688,509199b2741ddb84e4b5c733be43fbba,1.0,3.0,2.0
1164691,2c82173472fbdbc490f2cf358beda69c,1.0,1.0,1.0
1164693,4dec1700e91514ce3f9a3fd66dc9b2e8,1.0,1.0,1.0
1164697,d0d5e5d68aa57ff0ba9e135b27f31108,1.0,1.0,1.0
1164704,e753449c9964203e0c8b52c414df1e17,1.0,1.0,1.0
1164713,0eafed1d6728637797ac8f1812f1a2ca,1.0,2.0,1.0
1164717,481688ccec168dc0a8a27068540ae61e,1.0,1.0,1.0
1164725,f0793b894d1675df7ddc911866e56f59,1.0,1.0,1.0
1164732,96734d4fd2130eee80329c765a5159a6,1.0,1.0,1.0
1164737,2c86f8340e069b2f910b8b773713b0d8,1.0,1.0,1.0
1164749,6fd9be343aa3409c82a71609265b7ff4,1.0,1.0,1.0
1164757,ceb63118e8edc365ce1cbe2fbd370382,1.0,2.0,1.0
1164767,5889e682133c69a09d36064dd7f7abec,1.0,1.0,1.0
1164776,30480d0ac421c25f386cfed3063f3833,1.0,1.0,1.0
1164780,2cf287318f2a0eb1d7eeafb80d9d2f31,1.0,1.0,1.0
1164783,7e4e917e9915ef97f5362cca1da87027,1.0,1.0,1.0
1164788,ae975d14e1c4bbaabf5b88dbfa7ebc04,1.0,1.0,1.0
1164805,190f90df62fe1faae4e6823437b0aeaa,1.0,1.0,1.0
1164812,8565f241579cc89a515bca542da04c43,1.0,2.0,1.0
1164816,126b7e7f3acced32c272548044c7e0ac,1.0,1.0,1.0
1164818,e688f280750915602bc512b7b5248f4b,1.0,2.0,2.0
1164828,3173f4a46226968d5e54d541b2bed161,1.0,1.0,1.0
1164835,7da66263121b3aece6771b2481921a6b,1.0,1.0,1.0
1164843,3d393e6651fefecab0726cfcd91a7fbc,1.0,1.0,1.0
1164851,d68ee498c107e7f007089958139d7745,1.0,1.0,1.0
1164870,c62d6b2681dfd73832f04a91d00633e5,1.0,1.0,1.0
1164879,b0b7b74260ccbcfab3f02627868cc6d6,1.0,1.0,1.0
1164892,82b944f185643974ea629dbfac0fbde8,1.0,1.0,1.0
1164899,bbd5ff3216e0751919a68884de0f7572,1.0,1.0,1.0
1164912,a116785c032dd56cd28a0df2807d185a,1.0,1.0,1.0
1164937,b549806c7aab2da54a3652820b03c76c,1.0,1.0,1.0
1164943,66fb4224699e193f0f4fa69db439b65c,1.0,1.0,1.0
1164982,554d6cd63d2743be06d4687063d7cabe,1.0,1.0,1.0
1164996,461d8acc33169ef9914020c88f460de4,1.0,1.0,1.0
1165000,6244c151960316270fd7281a84d87352,1.0,1.0,1.0
1165007,8624b97cd8d29f362fa51cbd8267366f,1.0,1.0,1.0
1165030,ce44b56cb1ebd4743fc826fa2e4f7a9b,1.0,2.0,1.0
1165032,682b9dd3db73dcb4f3fe4538e4726480,1.0,1.0,1.0
1165040,0e6b0ae659a63cac7855aa091e7ba485,1.0,2.0,1.0
1165052,a2a72c1e9b9990ec40bfe65968baac5c,1.0,1.0,1.0
1165056,4608c734aac7e367cb217249477ecb13,1.0,1.0,1.0
1165065,2dffd1cd44189c6be7db6b0a3ca23718,1.0,1.0,1.0
1165068,64371bb0fd5566f0513397f1e191cf85,1.0,1.0,1.0
1165075,3293dd99427534b96764a981cf451403,1.0,1.0,1.0
1165099,5cfd24c39c50a6ca061e3ff4357d4833,3.0,2.0,3.0
1165108,be2fd0b46d07635993363a3de808accf,1.0,1.0,1.0
1165116,2d5824fa37820aa85fadac938f8c8c94,1.0,1.0,1.0
1165119,ff792312708767edd11c1c50d90abc0e,1.0,1.0,2.0
1165126,f49a0e76f3b5521be1e8925221a18dac,1.0,3.0,1.0
1165132,911537d9e2fa9ad0ad98d355b363e0a0,1.0,1.0,1.0
1165137,697bb86c89f887e4620d4276ece16edc,1.0,1.0,2.0
1165157,3efcad845756a6e4323539c3d0f63490,1.0,1.0,1.0
1165158,0385bbd9e05f4e663bb24f0755c4a1c0,1.0,2.0,1.0
1165161,e8b2de28f7a090fa12687383a69947c2,1.0,2.0,1.0
1165167,402a5e7809773a9872ef5c4149a2cb01,1.0,1.0,1.0
1165176,03692d3a8206087c2d691ada8a7292ad,1.0,1.0,1.0
1165190,15f0c3fb137e4a477a38462f08f45c0d,1.0,1.0,1.0
1165202,a64f9a5317caaa1b63d6b66a25fd196e,1.0,1.0,1.0
1165210,222d24fbf8bef55d5ed52699124a2587,1.0,1.0,1.0
1165218,25c372b204a8776e368f506fc2cf80a1,1.0,1.0,1.0
1165221,d44070915e7954461d3daf4030be883d,1.0,1.0,1.0
1165236,e810951e5b7deca06a80af68b200f163,1.0,1.0,1.0
1165246,f8f0f7b362ed486f8dfa37aa3d5c8d53,1.0,1.0,1.0
1165255,52e392ab5ef2f5c9fb36027b73543def,1.0,1.0,1.0
1165259,7f4e9594993856bf0d7ba5d0c4456634,1.0,1.0,1.0
1165271,c1dabe4cc199d633b9f9d3c502388420,1.0,1.0,1.0
1165291,e3861c46c1f9135f5b0e636c32ee37a0,1.0,1.0,1.0
1165307,f3f8834dde5104aa28dc6e3001ab4f9f,1.0,1.0,1.0
1165313,890f47cd667dba314da3520e60f5854c,1.0,1.0,1.0
1165318,0e43c4408abb7548906d09d223a7ab43,1.0,1.0,1.0
1165335,403125be54e4f9f811f462e33a2f54c4,2.0,2.0,3.0
1165342,5537e85de14a6e5f1ba8b036dfb1f101,1.0,1.0,1.0
1165349,be0f85a50891083dd0ed28fd3f5dd9e2,1.0,1.0,1.0
1165353,969c312a41e69a4f0ea8bfbee54b6cda,1.0,1.0,2.0
1165355,328195f19f5ca2bff56da7f33217e882,1.0,1.0,1.0
1165366,85e5171dbdf9f283397b7d1a321fdead,1.0,2.0,1.0
1165374,190d0a711c8e03c474c61c1e921b91c1,1.0,2.0,1.0
1165378,9263d0a79c99070dfb7fd26210cea811,1.0,1.0,1.0
1165386,5b53bc0c4c53f5ca593977c703846a60,1.0,1.0,1.0
1165390,daa582b5c5f1c0a6e26c3e37ae979df7,1.0,1.0,1.0
1165395,b18f6f6d39e12a3c589e45687ef893d7,1.0,1.0,1.0
1165400,474f10b2190bc081afd1d5818b13fc8a,1.0,1.0,1.0
1165407,a3953c4d4a6a2793de1128abe9e12733,1.0,1.0,2.0
1165408,4ecd32e15bb48d7ee77afc2f91c67331,1.0,1.0,1.0
1165418,835a30ba612a51197024ca73255ba08e,1.0,1.0,1.0
1165424,08f7ec07296f27fa0a896a617aab17fd,1.0,1.0,1.0
1165433,adc449e4a1e6265cc794f685182a7d22,1.0,1.0,1.0
1165438,3b2c88204466519dfc20dffee907917b,1.0,1.0,1.0
1165454,0e1185b9d286af5fe5ac33b6259216ef,2.0,2.0,1.0
1165456,b655b174b407c77ce74e31752d39db70,1.0,1.0,1.0
1165473,b9f7cef250356d185e37c53df0b758fe,1.0,1.0,1.0
1165481,7927d28b552b938ba8c34b555f2a7224,1.0,1.0,1.0
1165487,3262191786ef8cb3d67fe9e7a739db56,1.0,1.0,1.0
1165489,ac96b50d2ca0cf443177093ebe8e7eb5,1.0,1.0,1.0
1165495,a8dac607dd3fe8665129cb90556fd13c,1.0,1.0,1.0
1165501,75a12306880274c78a42e1b2d64ab743,1.0,1.0,1.0
1165507,557819a28e7da12ed714dc72db6e0cd7,1.0,1.0,1.0
1165511,7cee4a02d107de8f01c2783d2005ec35,2.0,1.0,2.0
1165532,603ceef75001a264bc7744941da6b839,1.0,1.0,1.0
1165540,36f36369e89fc69ed583449584c7eca6,1.0,1.0,1.0
1165541,da541bccb833ceb91430313c57eff622,1.0,1.0,1.0
1165555,52d00415525682e193de3a37142b3ff1,1.0,1.0,2.0
1165560,594f404852dfa231f325150ddddec980,1.0,1.0,1.0
1165581,c721f0c578fa931cde9f8f6eb57d05fc,1.0,1.0,1.0
1165595,80982a5a405fd07de946fdec52a80bdd,1.0,1.0,1.0
1165600,74e0401fe4e0eb2c2b5347bee3734fd6,1.0,1.0,1.0
1165606,e658019ef637db4c450801192f836af6,1.0,1.0,1.0
1165618,43845dba21fc878a840b843201c07895,1.0,1.0,1.0
1165626,90858522e826d7cbb4ad2e6acd983fb5,1.0,1.0,1.0
1165639,7d726585871c0e7eeff9af0c8c378d66,1.0,1.0,1.0
1165661,245d29955c4fb2a8cedb5a8b13a02fd8,1.0,1.0,1.0
1165675,1f57a0400fff4eaa52614cc5f6abaf73,1.0,1.0,1.0
1165681,fa62bdd25a123de75057542dda5524ce,1.0,1.0,1.0
1165690,44189ed51731f7c8b913f6495f8cd2cd,1.0,1.0,1.0
1165693,3de276fef54709eb17aee4fa2deac288,3.0,3.0,2.0
1165702,c0c013af131a19fc5e2f35031927799c,1.0,1.0,1.0
1165704,3f0c26fc9c4d4ad3d6d9c0580f0cc0f3,1.0,1.0,1.0
1165722,a4ff49f011f11afe19f487146fc911d5,1.0,1.0,1.0
1165728,05bd6785b6c3ca20728be79ed7e2fd73,1.0,1.0,1.0
1165730,ec061753f2b5402a7b4e8334015a1d9a,1.0,1.0,1.0
1165735,26f1135ad70ef8a182d4480edc05fc75,2.0,3.0,3.0
1165743,3ad1340c91bfd5ef584e59f68e82a42d,1.0,1.0,1.0
1165745,fb0ccf791ac3bcafc056f5cd2fd9902f,1.0,2.0,2.0
1165757,b95cf3fbe1810992952f49c5e39750d6,1.0,1.0,1.0
1165767,f98eda6f5edfe4537f1c925048c4b8f5,1.0,1.0,1.0
1165782,33720e8c6c93fa2fae3a5cd4be20639a,1.0,1.0,1.0
1165789,f50d039c02d19242133f44578b69975c,1.0,1.0,1.0
1165801,052423447e6726ecc8314e1cbb3be050,1.0,2.0,2.0
1165814,394d7dacfce26e79aabdb9667269951a,1.0,1.0,1.0
1165817,d604223215ab82ec6f693d718527d9d2,1.0,1.0,1.0
1165822,596bcfbc3722718305585ea59c458882,1.0,1.0,1.0
1165825,e354737ef9001766f4a0f1cc279e4dfb,1.0,1.0,1.0
1165829,985de68fe999976f3e8d0d1cf6be5c0c,1.0,1.0,1.0
1165840,1e88b85e5e86dfb3585561794df9ed4d,1.0,1.0,1.0
1165844,19839dca411aab1527a6860fc2ada7b4,1.0,1.0,1.0
1165848,6a4d5a57c09bce5d0e0b63d91faf9615,1.0,1.0,1.0
1165853,810f62145e104f02348349aeff4c18eb,1.0,1.0,1.0
1165866,b07af68a005b344abaccffef3dd1b565,1.0,1.0,1.0
1165872,3fcef1345e46fe93df7d0c4d88aedf54,1.0,2.0,2.0
1165887,eda120c25e3883a76b770e2b9f95a7bc,1.0,1.0,1.0
1165905,3a4974c095a510ea47b3b9ccf7e1c2f7,1.0,2.0,1.0
1165911,79af2de33dec206acb08f427a4527a1e,1.0,1.0,1.0
1165914,8946f6afc07ebb3a895da9d060e7c2bc,1.0,1.0,1.0
1165921,bbf339bcc73dacbb710ef1780e608fba,1.0,1.0,1.0
1165926,449c5e69c33d669cc3390008adecf0a9,1.0,1.0,1.0
1165927,466eef501f028d800cb2e7c46ee599d3,1.0,1.0,1.0
1165938,6986089664431effac17f42e659847d6,1.0,1.0,1.0
1165941,92d28eef6b030d040b5abb6249387116,1.0,1.0,1.0
1165951,0f1f4ea8bef1d86f4a3152e51130f58b,1.0,1.0,1.0
1165952,b62f60a4d16b214f4a0d8f10602e0360,1.0,1.0,1.0
1165958,10fb4db9485cd24dd675039cb1897976,1.0,2.0,1.0
1165965,01e3cac29faf8c2e01420c1b34c5cd7f,1.0,2.0,2.0
1165976,00a5a0ffa9a15cea4cc0b1f60ba81078,1.0,1.0,1.0
1165985,13c9f7ef0d818db20736149a7a79442e,1.0,1.0,1.0
1165987,3c904dc4c69f6a288985fedf02c57779,1.0,1.0,1.0
1166021,1ac3fcc889efd9e46c468c9da2d754b7,1.0,1.0,1.0
1166030,6ac0e28380c7ad946f91b1f66dd93dae,1.0,1.0,1.0
